ts,CH2,CH3,CH4
20251222_113654,21.020257306594,3.0704901892259,16.8326250270148
20251222_113744,347.5742280291763,327.7902760418776,333.7463314231367
20251222_113835,342.9840585631331,312.5438860793024,342.2619267101702
20251222_113926,338.0224137498612,310.7590488848696,341.468114570763
20251222_114017,344.3990283181114,334.0379950011879,334.8456944295509
20251222_114108,39.0207484473879,28.2857157073606,23.5820205384437
20251222_114159,22.4748952209602,0.770333732169021,0.8869622079108929
20251222_114250,6.293253327459,32.4775606915597,4.5230315911652
20251222_114341,346.8115992141339,308.2161042915327,346.3260103301116
20251222_114432,340.4615025333531,321.398612683035,349.3836415063897
20251222_114523,342.3909597662404,295.3552047065515,336.5115235886993
20251222_114614,338.7776354946975,318.8866164286152,336.527057569
20251222_114705,35.1772320994504,52.5122246090861,26.218873636551
20251222_114756,354.6433348904818,22.8763861866132,203.935663554043
20251222_114847,11.9480387169548,45.6838523772771,16.6109301179701
20251222_114938,38.2522495360171,18.3701999846374,36.6381251547572
20251222_115029,19.6842510609249,15.7449705045743,355.0178240008829
20251222_115120,337.633517955033,346.3558850837256,330.5553703391349
20251222_115211,356.7184100258747,347.8716218324971,349.42760147999
20251222_115302,343.2016261196534,307.9296791709477,347.5020855564796
20251222_115353,33.1832029445772,25.7602566003344,23.1991667970491
20251222_115444,345.2426130709249,30.0984126816523,347.9672326575366
20251222_115535,330.5888914958527,314.7240825389442,306.3801721926003
20251222_115626,15.9841885778465,7.840378396966,350.8585257261844
20251222_115717,212.4961041707823,29.4044144533686,6.3669064890465
20251222_115808,41.3343402789272,33.176084508698,49.4171790737471
20251222_115859,346.2478502138946,328.708183153968,309.2480273167472
20251222_115950,19.824074953803,26.3344701490778,135.9593910777891
20251222_120041,341.6202774614516,322.8034658763941,345.1207554523027
20251222_120132,238.2060674235041,355.3991495843872,26.483887526825
20251222_120223,0.9871589409195248,98.095390220102,9.7139573363925
20251222_120314,358.4084202270923,55.7078405708665,96.2009573627302
20251222_120405,15.499693864602,9.3132154251565,25.0055274329919
20251222_120456,327.187223349795,314.9721972880907,322.841645608186
20251222_120547,36.6167289489259,51.7836723519824,80.9823819222881
20251222_120638,44.215624070879,99.0959685712466,25.4060468145241
20251222_120729,342.987099804208,344.7874234438507,351.3722566360713
20251222_120820,352.9606731037316,346.975409428034,338.285475765746
20251222_120911,342.2658482486416,351.8711669866614,61.1097574053315
20251222_121002,22.8259138973314,345.9095402970709,33.4580760186394
20251222_121053,341.4655598729228,346.7913488706037,24.9640079014118
20251222_121144,351.0886481488433,347.5172769615303,330.8267891059101
20251222_121235,32.0356985541436,40.1234582603452,33.2595369317433
20251222_121326,14.4193188760633,37.4389324972547,25.8504867960186
20251222_121417,348.9197717116421,5.2647043906291,336.1458858895078
20251222_121508,11.3627191332804,17.1983524592293,11.1684890726176
20251222_121559,352.3477912319057,262.7246668434964,347.7791919133414
20251222_125521,150.472160555854,58.6806626027306,352.6924594912081
20251222_125612,327.1037187414976,327.4745225708899,336.6086892853373
20251222_125703,1.3316199686643,292.6820149636889,353.8300301324857
20251222_125754,8.127309677127,4.0251804095069,31.8000610354942
20251222_125845,358.5035178606682,13.0960831083257,22.0809667898143
20251222_125936,9.5317526879215,17.460084907204,21.0137631364507
20251222_130027,10.2409083848086,21.092235643209,25.3718372918654
20251222_130118,328.5351815685788,327.818180053036,349.1886665154323
20251222_131855,334.633400015011,309.4340778154308,326.1582783807906
20251222_131945,13.2356424445629,38.956271064084,28.2870200493663
20251222_132036,54.9959175482645,0.1884544578127392,20.3113038483206
20251222_132127,343.1260478699469,125.7145352465526,0.4223835266437977
20251222_132218,9.4575740487917,26.513113599648,35.2949785798891
20251222_132309,260.8300176356453,12.9843718779241,10.6085008624331
20251222_132400,21.6784988074492,41.424266711429,31.9951541098874
20251222_132451,347.878634375017,355.7685091038806,346.9158762885089
20251222_132633,345.5902210184971,335.4338770536025,95.1716999213352
