ts,CH2,CH3,CH4
20251222_152837,17.4196586025451,19.1040277638248,341.9745632855224
20251222_152927,341.4900980396264,337.594722291005,334.1652784654451
20251222_153018,41.572591628605,48.2827360123801,30.7764214887542
20251222_153109,355.988990901999,4.1685342536372,349.9050196592112
20251222_153200,47.6405800740414,56.1064479068058,18.797874747472
20251222_153251,18.534203878299,27.433254231,30.95275294648
20251222_153342,0.0784514303448635,7.71666762866,3.5806438085251
20251222_153433,347.81194671997,344.7127192303944,354.7887766251754
20251222_153524,29.2506287306085,43.3935737263759,13.6133601688665
20251222_153615,53.9269514565484,48.3414297132493,16.4205413749772
20251222_153706,15.3036035432125,29.5045470636147,26.1948860766416
20251222_153757,2.7325447179266,340.3483184019443,336.3907283280828
